fromNode	toNode	weight	direction	fromAltName	toAltName
MMT00014634	MMT00022223	0.0599509255559395	undirected	NA	Styx
MMT00014634	MMT00022622	0.0835681255085556	undirected	NA	5830416A07Rik
MMT00014634	MMT00022665	0.0357384617130296	undirected	NA	Cyfip2
MMT00014634	MMT00023085	0.0296807878311065	undirected	NA	NA
MMT00014634	MMT00023212	0.135223497333134	undirected	NA	5730496F10Rik
MMT00014634	MMT00023406	0.0354445129554355	undirected	NA	Col12a1
MMT00014634	MMT00023455	0.028244855145688	undirected	NA	D1Bwg0212e
MMT00014634	MMT00023638	0.122009570012313	undirected	NA	Usp40
MMT00014634	MMT00024043	0.0207995947291692	undirected	NA	9430025M21Rik
MMT00014634	MMT00024332	0.0455453962740325	undirected	NA	D030015G18Rik
MMT00014634	MMT00024533	0.105421524155705	undirected	NA	Shprh
MMT00014634	MMT00024618	0.0709090746920863	undirected	NA	2410195B05Rik
MMT00014634	MMT00024811	0.108895033158298	undirected	NA	Mitf
MMT00014634	MMT00025239	0.0434794861814685	undirected	NA	0610011L13Rik
MMT00014634	MMT00025271	0.0386878356203481	undirected	NA	Mef2c
MMT00014634	MMT00025321	0.0413762773476111	undirected	NA	Sybl1
MMT00014634	MMT00025851	0.0242037430653412	undirected	NA	Enpp2
MMT00014634	MMT00026361	0.114197255096669	undirected	NA	Tcof1
MMT00014634	MMT00026530	0.0808316727929518	undirected	NA	Nolc1
MMT00014634	MMT00026541	0.0365698973360556	undirected	NA	A330015D16Rik
MMT00014634	MMT00027108	0.0321282609861222	undirected	NA	9630025I22Rik
MMT00014634	MMT00027676	0.0584777441733822	undirected	NA	Nfatc1
MMT00014634	MMT00028649	0.107102621985743	undirected	NA	2210401K01Rik
MMT00014634	MMT00028983	0.0334264944295101	undirected	NA	3526402H21Rik
MMT00014634	MMT00029096	0.0374689570103029	undirected	NA	Nr5a2
MMT00014634	MMT00029361	0.0833188297202454	undirected	NA	5730521P14Rik
MMT00014634	MMT00029749	0.0311347814973772	undirected	NA	1700003O08Rik
MMT00014634	MMT00030264	0.0399649526767683	undirected	NA	Scoc
MMT00014634	MMT00030627	0.0898998172934028	undirected	NA	Brd4
MMT00014634	MMT00030705	0.0686113593061369	undirected	NA	NA
MMT00014634	MMT00031294	0.0939997462473547	undirected	NA	Zfp297b
MMT00014634	MMT00031547	0.0591914828236557	undirected	NA	Cpeb4
MMT00014634	MMT00031592	0.0520226847706238	undirected	NA	E130319B15Rik
MMT00014634	MMT00032015	0.0550187519855732	undirected	NA	Psma4
MMT00014634	MMT00032296	0.039410184553352	undirected	NA	Ppap2b
MMT00014634	MMT00033081	0.0284401875297727	undirected	NA	Rora
MMT00014634	MMT00033582	0.02991979722662	undirected	NA	BC025076
MMT00014634	MMT00034010	0.055818876662032	undirected	NA	NA
MMT00014634	MMT00034321	0.071149643207587	undirected	NA	1110001A05Rik
MMT00014634	MMT00034683	0.0285646500162345	undirected	NA	Hist1h1b
MMT00014634	MMT00034900	0.0440343291780833	undirected	NA	Dhx9
MMT00014634	MMT00035287	0.0438488782833046	undirected	NA	9030420J04Rik
MMT00014634	MMT00035498	0.0420778023307807	undirected	NA	Centd1
MMT00014634	MMT00035527	0.0210617782968127	undirected	NA	Arpc2
MMT00014634	MMT00036239	0.036208294151812	undirected	NA	NA
MMT00014634	MMT00036444	0.0627739351235182	undirected	NA	Rpl6
MMT00014634	MMT00036701	0.0638281674583986	undirected	NA	Tebp
MMT00014634	MMT00037414	0.0543665771260614	undirected	NA	Nedd4
MMT00014634	MMT00037437	0.0879050830758903	undirected	NA	Sfxn5
MMT00014634	MMT00038021	0.0534508470038929	undirected	NA	Rad23a
MMT00014634	MMT00038301	0.0601309191624834	undirected	NA	Evi5
MMT00014634	MMT00038528	0.136605765968477	undirected	NA	Nek4
MMT00014634	MMT00040228	0.0415905392968231	undirected	NA	D930050H05Rik
MMT00014634	MMT00040558	0.0797402282348787	undirected	NA	Mdm2
MMT00014634	MMT00040562	0.0330352929827168	undirected	NA	Ube4a
MMT00014634	MMT00040999	0.0475479075110551	undirected	NA	NA
MMT00014634	MMT00041350	0.0349058871722902	undirected	NA	Clic4
MMT00014634	MMT00041468	0.0246844533005134	undirected	NA	4631426J05Rik
MMT00014634	MMT00041491	0.0475858965170421	undirected	NA	Dnajc5
MMT00014634	MMT00041503	0.0678000314523763	undirected	NA	2610301F02Rik
MMT00014634	MMT00041698	0.0364356083715677	undirected	NA	Nmnat
MMT00014634	MMT00041757	0.0282894237409256	undirected	NA	BC005662
MMT00014634	MMT00041844	0.0442379108294574	undirected	NA	Myo10
MMT00014634	MMT00041965	0.026179024121664	undirected	NA	Cul2
MMT00014634	MMT00042003	0.0457402438270868	undirected	NA	Hmgb1
MMT00014634	MMT00042025	0.103848942423024	undirected	NA	4732496O19Rik
MMT00014634	MMT00042479	0.0248432465070983	undirected	NA	Ranbp1
MMT00014634	MMT00042488	0.0579479081330606	undirected	NA	Sfrs5
MMT00014634	MMT00042735	0.0250353289266251	undirected	NA	AW209491
MMT00014634	MMT00044280	0.0391415239874257	undirected	NA	D5Bwg0860e
MMT00014634	MMT00044523	0.069341912544099	undirected	NA	A530050O19Rik
MMT00014634	MMT00045146	0.0588402690798032	undirected	NA	A130052D22
MMT00014634	MMT00045469	0.0477327054007777	undirected	NA	Nfic
MMT00014634	MMT00045533	0.0330132747530087	undirected	NA	Sp4
MMT00014634	MMT00045544	0.0328542083063448	undirected	NA	Cdkn1c
MMT00014634	MMT00045670	0.0575607793458462	undirected	NA	NA
MMT00014634	MMT00045674	0.067925306242283	undirected	NA	E130113K08Rik
MMT00014634	MMT00045825	0.0777979904843503	undirected	NA	NA
MMT00014634	MMT00046040	0.0277631320463502	undirected	NA	2610312B22Rik
MMT00014634	MMT00046132	0.0594972907858324	undirected	NA	5730455P16Rik
MMT00014634	MMT00046207	0.0511068219381938	undirected	NA	Slc6a6
MMT00014634	MMT00046594	0.0384099290967042	undirected	NA	NA
MMT00014634	MMT00047041	0.0424744613320183	undirected	NA	5830482G23Rik
MMT00014634	MMT00047053	0.0333732064464165	undirected	NA	Atp5f1
MMT00014634	MMT00047335	0.0582768459298316	undirected	NA	Dnajc8
MMT00014634	MMT00047455	0.028142098501509	undirected	NA	SST3
MMT00014634	MMT00047493	0.086082674452111	undirected	NA	C430014D17Rik
MMT00014634	MMT00047844	0.0202389085300666	undirected	NA	4930550B20Rik
MMT00014634	MMT00047848	0.0939920049684138	undirected	NA	Calr
MMT00014634	MMT00047857	0.048451975512211	undirected	NA	NA
MMT00014634	MMT00047884	0.0243911330155717	undirected	NA	Zfhx1b
MMT00014634	MMT00048205	0.103758768510939	undirected	NA	Zbtb7
MMT00014634	MMT00048288	0.0297192200210787	undirected	NA	Ets1
MMT00014634	MMT00049000	0.04547152029051	undirected	NA	Abcd2
MMT00014634	MMT00049225	0.075275482074102	undirected	NA	Mia2
MMT00014634	MMT00050033	0.0978415557361447	undirected	NA	Nfia
MMT00014634	MMT00050076	0.0223564344551439	undirected	NA	2610510D13Rik
MMT00014634	MMT00050113	0.0556402853456788	undirected	NA	A230046K03Rik
MMT00014634	MMT00050435	0.117437961249739	undirected	NA	Tor1b
MMT00014634	MMT00050876	0.062706702329091	undirected	NA	NA
MMT00014634	MMT00050978	0.0288954815078833	undirected	NA	D8Ertd233e
MMT00014634	MMT00051489	0.0562524231216676	undirected	NA	Ncoa6ip
MMT00014634	MMT00052098	0.0390342955483111	undirected	NA	1810048P08Rik
MMT00014634	MMT00052148	0.0745577993355613	undirected	NA	1300010M03Rik
MMT00014634	MMT00052236	0.0239524530491986	undirected	NA	9530008L14Rik
MMT00014634	MMT00053080	0.0543855063152157	undirected	NA	Copg2
MMT00014634	MMT00053249	0.0332151290179997	undirected	NA	Glg1
MMT00014634	MMT00053389	0.0229276631285107	undirected	NA	Ppp1cb
MMT00014634	MMT00053515	0.034903767962707	undirected	NA	6530403A03Rik
MMT00014634	MMT00053583	0.0662938054709934	undirected	NA	Pten
MMT00014634	MMT00053732	0.0351853686263015	undirected	NA	C430010P07Rik
MMT00014634	MMT00054611	0.0334443311255309	undirected	NA	B230380D07Rik
MMT00014634	MMT00054724	0.0716906916687278	undirected	NA	4930420O11Rik
MMT00014634	MMT00054802	0.0330259705412926	undirected	NA	E430034L04Rik
MMT00014634	MMT00054901	0.0451414563172337	undirected	NA	Ppara
MMT00014634	MMT00054929	0.0657447408557037	undirected	NA	Bach1
MMT00014634	MMT00054945	0.0352571713541662	undirected	NA	Ches1
MMT00014634	MMT00054967	0.039832646496462	undirected	NA	5830445C04Rik
MMT00014634	MMT00055034	0.041228658965855	undirected	NA	4833414E09Rik
MMT00014634	MMT00055129	0.0483083328595272	undirected	NA	Bmp2k
MMT00014634	MMT00055401	0.0252131932024301	undirected	NA	2610034N03Rik
MMT00014634	MMT00055600	0.102575827132028	undirected	NA	Notch1
MMT00014634	MMT00056129	0.0834225021204651	undirected	NA	Smad5
MMT00014634	MMT00056149	0.0454172186474271	undirected	NA	9430093N24Rik
MMT00014634	MMT00056241	0.028850806099846	undirected	NA	Mtf2
MMT00014634	MMT00056282	0.0445368752413158	undirected	NA	2810455K09Rik
MMT00014634	MMT00056768	0.0438004411336487	undirected	NA	Spnb2
MMT00014634	MMT00057173	0.0535471333300137	undirected	NA	Ftsj3
MMT00014634	MMT00057391	0.064001305614553	undirected	NA	2610510D13Rik
MMT00014634	MMT00058126	0.0305907798522899	undirected	NA	BC023892
MMT00014634	MMT00058475	0.0803592408695293	undirected	NA	Gtf2h1
MMT00014634	MMT00058673	0.0484244163676295	undirected	NA	ORF28
MMT00014634	MMT00058675	0.0315129464240928	undirected	NA	Gtf2a1
MMT00014634	MMT00059006	0.0557793986507118	undirected	NA	Map3k5
MMT00014634	MMT00059223	0.0463545128467955	undirected	NA	Usp31
MMT00014634	MMT00059295	0.0588438427905644	undirected	NA	Cab39
MMT00014634	MMT00059743	0.0360758746714431	undirected	NA	Ralb
MMT00014634	MMT00060205	0.0477742751651245	undirected	NA	NA
MMT00014634	MMT00060276	0.0822860374423518	undirected	NA	AI450540
MMT00014634	MMT00060366	0.125636733247756	undirected	NA	9030625G08Rik
MMT00014634	MMT00060382	0.0225998997127769	undirected	NA	Gucy1a3
MMT00014634	MMT00060809	0.051503159413335	undirected	NA	NA
MMT00014634	MMT00061063	0.0330240901570418	undirected	NA	NA
MMT00014634	MMT00061169	0.0398985297245666	undirected	NA	Wdr10
MMT00014634	MMT00061267	0.0676569122729937	undirected	NA	Mgea6
MMT00014634	MMT00062170	0.0273482657043168	undirected	NA	Cacna2d1
MMT00014634	MMT00062579	0.0673611358306812	undirected	NA	B3bp
MMT00014634	MMT00063950	0.0222540389503473	undirected	NA	Ddx3x
MMT00014634	MMT00064106	0.0721234600950241	undirected	NA	Ugcg
MMT00014634	MMT00064144	0.0397458436064109	undirected	NA	Npc1
MMT00014634	MMT00064358	0.0244008352059473	undirected	NA	Laptm5
MMT00014634	MMT00065921	0.065138080550934	undirected	NA	Stat6
MMT00014634	MMT00066012	0.0270879881402835	undirected	NA	6430548M08Rik
MMT00014634	MMT00066391	0.0427288767669152	undirected	NA	C430014M02Rik
MMT00014634	MMT00066585	0.0973246552477081	undirected	NA	Jmy
MMT00014634	MMT00067321	0.0265583208181754	undirected	NA	2700017A04Rik
MMT00014634	MMT00067556	0.0237296856447473	undirected	NA	Madd
MMT00014634	MMT00067716	0.0530194124122046	undirected	NA	LOC239447
MMT00014634	MMT00067969	0.0316062629540951	undirected	NA	Ywhaz
MMT00014634	MMT00068273	0.037187023275915	undirected	NA	Rhobtb1
MMT00014634	MMT00068433	0.0260473611397638	undirected	NA	NA
MMT00014634	MMT00068599	0.10989623241052	undirected	NA	Eif3s10
MMT00014634	MMT00068696	0.0368748380945983	undirected	NA	Zfp369
MMT00014634	MMT00068980	0.0290093976816172	undirected	NA	C630028N24Rik
MMT00014634	MMT00070151	0.0511662517382623	undirected	NA	NA
MMT00014634	MMT00070211	0.0214641216972454	undirected	NA	Pabpc1
MMT00014634	MMT00070300	0.0362063632732848	undirected	NA	B230312B02Rik
MMT00014634	MMT00070333	0.0631092104861563	undirected	NA	C230081A13Rik
MMT00014634	MMT00070493	0.0337726280431901	undirected	NA	Cdc25a
MMT00014634	MMT00070974	0.0292170137633889	undirected	NA	Dbt
MMT00014634	MMT00071599	0.0875937974978877	undirected	NA	Ripk1
MMT00014634	MMT00072785	0.0721344927229259	undirected	NA	Grpel2
MMT00014634	MMT00072855	0.0325675306904402	undirected	NA	NA
MMT00014634	MMT00072866	0.0710759075753984	undirected	NA	Phxr3
MMT00014634	MMT00074104	0.0655857047071878	undirected	NA	Btbd7
MMT00014634	MMT00074235	0.0544934735423037	undirected	NA	Terf2
MMT00014634	MMT00074309	0.0910091411506523	undirected	NA	Sesn2
MMT00014634	MMT00074398	0.033885342753803	undirected	NA	NA
MMT00014634	MMT00074854	0.0371248409028349	undirected	NA	Pak2
MMT00014634	MMT00075041	0.0477091929156302	undirected	NA	E130014J05Rik
MMT00014634	MMT00075170	0.0322461266881628	undirected	NA	Fmo2
MMT00014634	MMT00075201	0.0295253407234194	undirected	NA	NA
MMT00014634	MMT00075508	0.126422612105206	undirected	NA	C530025K05Rik
MMT00014634	MMT00076216	0.0495508209448038	undirected	NA	NA
MMT00014634	MMT00076232	0.0316704317877111	undirected	NA	Scamp2
MMT00014634	MMT00076251	0.090228046021291	undirected	NA	Ankrd25
MMT00014634	MMT00076395	0.0274598729762558	undirected	NA	D10Ertd718e
MMT00014634	MMT00076623	0.024804053539537	undirected	NA	Rin2
MMT00014634	MMT00077107	0.0488605421460817	undirected	NA	4932441K18
MMT00014634	MMT00077125	0.0936315655337603	undirected	NA	BC013481
MMT00014634	MMT00077139	0.0411780889849514	undirected	NA	Ifngr2
MMT00014634	MMT00077157	0.0262874837271931	undirected	NA	Bzw2
MMT00014634	MMT00077178	0.0217132345876343	undirected	NA	NA
MMT00014634	MMT00077685	0.0660076980666717	undirected	NA	C79267
MMT00014634	MMT00078059	0.0420667474505644	undirected	NA	4933409L06Rik
MMT00014634	MMT00078102	0.107097681442677	undirected	NA	Iars
MMT00014634	MMT00078455	0.046140055465004	undirected	NA	Cald1
MMT00014634	MMT00078543	0.0944883014725039	undirected	NA	B230378H13Rik
MMT00014634	MMT00078940	0.0429877340842305	undirected	NA	Hoxb4
MMT00014634	MMT00078950	0.0367813473233518	undirected	NA	Eef1a1
MMT00014634	MMT00079131	0.046026253955032	undirected	NA	Mdn1
MMT00014634	MMT00079520	0.0759658824513475	undirected	NA	1700081L11Rik
MMT00014634	MMT00080097	0.0520144552026925	undirected	NA	Gtf2a1
MMT00014634	MMT00080406	0.0921241585452466	undirected	NA	Eif4ebp2
MMT00014634	MMT00080624	0.0816379711231542	undirected	NA	4932438A13Rik
MMT00014634	MMT00080630	0.0480382384506923	undirected	NA	2610005L07Rik
MMT00014634	MMT00080717	0.108065329372627	undirected	NA	BC012016
MMT00014634	MMT00080721	0.0819174313807475	undirected	NA	Gsk3b
MMT00014634	MMT00081122	0.038273673176365	undirected	NA	5730446C15Rik
MMT00014634	MMT00081213	0.0234188134164689	undirected	NA	Slfn5
MMT00014634	MMT00081218	0.0405584437365677	undirected	NA	1700096C12Rik
MMT00014634	MMT00081264	0.0583093511148071	undirected	NA	Rpl6
MMT00014634	MMT00081880	0.0595439484391673	undirected	NA	5830415L20Rik
MMT00014634	MMT00082034	0.113047855024031	undirected	NA	5830416A07Rik
MMT00014634	MMT00082126	0.0343951075651597	undirected	NA	5730455A04Rik
MMT00014634	MMT00082651	0.0343874497460607	undirected	NA	C330017I15Rik
MMT00014634	MMT00082877	0.0402408050786424	undirected	NA	Fgd6
MMT00014725	MMT00014928	0.0566025034564696	undirected	Eprs	Ski
MMT00014725	MMT00016194	0.103663009120964	undirected	Eprs	AI316785
MMT00014725	MMT00016725	0.086765297870694	undirected	Eprs	Cox7b
MMT00014725	MMT00017539	0.0940369861914467	undirected	Eprs	2610510D13Rik
MMT00014725	MMT00017636	0.0465836918535609	undirected	Eprs	Sfrs5
MMT00014725	MMT00018346	0.124035337691916	undirected	Eprs	2900054P12Rik
MMT00014725	MMT00018639	0.140133028345032	undirected	Eprs	D530025C17Rik
MMT00014725	MMT00019118	0.0311596977218016	undirected	Eprs	A330080J22Rik
MMT00014725	MMT00019554	0.113779963508143	undirected	Eprs	9430067K14Rik
MMT00014725	MMT00019943	0.0701317777207674	undirected	Eprs	NA
MMT00014725	MMT00020565	0.120931670294954	undirected	Eprs	Gclm
MMT00014725	MMT00020566	0.0275237146807151	undirected	Eprs	C530009C10Rik
MMT00014725	MMT00020651	0.0348310239512415	undirected	Eprs	Kdr
MMT00014725	MMT00020843	0.169839425248313	undirected	Eprs	9030420J04Rik
MMT00014725	MMT00021077	0.0593169204273654	undirected	Eprs	BC027174
MMT00014725	MMT00021725	0.127111213664285	undirected	Eprs	Nr2c2
MMT00014725	MMT00021925	0.0358849217950936	undirected	Eprs	Acvrinp1
MMT00014725	MMT00022223	0.0855080604207576	undirected	Eprs	Styx
MMT00014725	MMT00022622	0.13889401700483	undirected	Eprs	5830416A07Rik
MMT00014725	MMT00022665	0.0392548607871757	undirected	Eprs	Cyfip2
MMT00014725	MMT00023085	0.0325038851996141	undirected	Eprs	NA
MMT00014725	MMT00023162	0.037198189405403	undirected	Eprs	Fvt1
MMT00014725	MMT00023212	0.154991354256109	undirected	Eprs	5730496F10Rik
MMT00014725	MMT00023406	0.0396342016432674	undirected	Eprs	Col12a1
MMT00014725	MMT00023455	0.108968791539623	undirected	Eprs	D1Bwg0212e
MMT00014725	MMT00023638	0.12477409026607	undirected	Eprs	Usp40
MMT00014725	MMT00024043	0.101460989526592	undirected	Eprs	9430025M21Rik
MMT00014725	MMT00024332	0.0446316528991907	undirected	Eprs	D030015G18Rik
MMT00014725	MMT00024533	0.0557123870725938	undirected	Eprs	Shprh
MMT00014725	MMT00024618	0.0706524370941455	undirected	Eprs	2410195B05Rik
MMT00014725	MMT00024811	0.0548884893482912	undirected	Eprs	Mitf
MMT00014725	MMT00025239	0.0854750963901863	undirected	Eprs	0610011L13Rik
MMT00014725	MMT00025271	0.07739860760256	undirected	Eprs	Mef2c
MMT00014725	MMT00025321	0.0727323465081803	undirected	Eprs	Sybl1
MMT00014725	MMT00025851	0.0614475116897995	undirected	Eprs	Enpp2
MMT00014725	MMT00026215	0.0429700808342417	undirected	Eprs	4930485B16Rik
MMT00014725	MMT00026361	0.0865189349172147	undirected	Eprs	Tcof1
MMT00014725	MMT00026530	0.0990470905466595	undirected	Eprs	Nolc1
MMT00014725	MMT00026541	0.102849058477616	undirected	Eprs	A330015D16Rik
MMT00014725	MMT00027108	0.0885464248087722	undirected	Eprs	9630025I22Rik
MMT00014725	MMT00027676	0.105302043374856	undirected	Eprs	Nfatc1
MMT00014725	MMT00028649	0.111164280256544	undirected	Eprs	2210401K01Rik
MMT00014725	MMT00028983	0.0989359789102925	undirected	Eprs	3526402H21Rik
MMT00014725	MMT00029096	0.088854344523236	undirected	Eprs	Nr5a2
MMT00014725	MMT00029361	0.135802083851403	undirected	Eprs	5730521P14Rik
MMT00014725	MMT00029749	0.0711744877507016	undirected	Eprs	1700003O08Rik
MMT00014725	MMT00030264	0.0485452713459943	undirected	Eprs	Scoc
MMT00014725	MMT00030627	0.0372490403642356	undirected	Eprs	Brd4
MMT00014725	MMT00030705	0.104059659087453	undirected	Eprs	NA
MMT00014725	MMT00031294	0.092952763460329	undirected	Eprs	Zfp297b
MMT00014725	MMT00031547	0.103624460651588	undirected	Eprs	Cpeb4
MMT00014725	MMT00031592	0.0597691581680587	undirected	Eprs	E130319B15Rik
MMT00014725	MMT00032015	0.076368721579219	undirected	Eprs	Psma4
MMT00014725	MMT00032296	0.0773280694913862	undirected	Eprs	Ppap2b
MMT00014725	MMT00033081	0.0979755273730276	undirected	Eprs	Rora
MMT00014725	MMT00033582	0.082165275256309	undirected	Eprs	BC025076
MMT00014725	MMT00033844	0.0226480557934485	undirected	Eprs	Lzts2
MMT00014725	MMT00034010	0.111120912539225	undirected	Eprs	NA
MMT00014725	MMT00034321	0.115197964350069	undirected	Eprs	1110001A05Rik
MMT00014725	MMT00034683	0.032542850328255	undirected	Eprs	Hist1h1b
MMT00014725	MMT00034749	0.0407548750532515	undirected	Eprs	Mrg1
MMT00014725	MMT00034900	0.0350111292991275	undirected	Eprs	Dhx9
MMT00014725	MMT00035287	0.102618123168309	undirected	Eprs	9030420J04Rik
MMT00014725	MMT00035498	0.0987947134381299	undirected	Eprs	Centd1
MMT00014725	MMT00035527	0.0902738679445108	undirected	Eprs	Arpc2
MMT00014725	MMT00036239	0.101998834936615	undirected	Eprs	NA
MMT00014725	MMT00036275	0.0609760073182772	undirected	Eprs	Copeb
MMT00014725	MMT00036444	0.119074910735019	undirected	Eprs	Rpl6
MMT00014725	MMT00036701	0.0490667812664383	undirected	Eprs	Tebp
MMT00014725	MMT00037414	0.166481398967982	undirected	Eprs	Nedd4
MMT00014725	MMT00037437	0.151806159204042	undirected	Eprs	Sfxn5
MMT00014725	MMT00038021	0.0980916765849844	undirected	Eprs	Rad23a
MMT00014725	MMT00038301	0.143834333390928	undirected	Eprs	Evi5
MMT00014725	MMT00038528	0.0597928874925056	undirected	Eprs	Nek4
MMT00014725	MMT00040228	0.0581866244434218	undirected	Eprs	D930050H05Rik
MMT00014725	MMT00040558	0.0825854838736723	undirected	Eprs	Mdm2
MMT00014725	MMT00040562	0.0418708820469635	undirected	Eprs	Ube4a
MMT00014725	MMT00040999	0.0958254759262002	undirected	Eprs	NA
MMT00014725	MMT00041350	0.0463552854516342	undirected	Eprs	Clic4
MMT00014725	MMT00041468	0.099068151211761	undirected	Eprs	4631426J05Rik
MMT00014725	MMT00041491	0.0634551106962857	undirected	Eprs	Dnajc5
MMT00014725	MMT00041503	0.122476660900422	undirected	Eprs	2610301F02Rik
MMT00014725	MMT00041698	0.0613106072491383	undirected	Eprs	Nmnat
MMT00014725	MMT00041757	0.0313038354989044	undirected	Eprs	BC005662
MMT00014725	MMT00041844	0.049683675308705	undirected	Eprs	Myo10
MMT00014725	MMT00041965	0.053312015075894	undirected	Eprs	Cul2
MMT00014725	MMT00042003	0.0588053354624092	undirected	Eprs	Hmgb1
MMT00014725	MMT00042025	0.0908341026396961	undirected	Eprs	4732496O19Rik
MMT00014725	MMT00042479	0.101036080551934	undirected	Eprs	Ranbp1
MMT00014725	MMT00042488	0.058062127380963	undirected	Eprs	Sfrs5
MMT00014725	MMT00042643	0.0871451004884686	undirected	Eprs	BC042593
MMT00014725	MMT00042735	0.111542300482637	undirected	Eprs	AW209491
MMT00014725	MMT00044280	0.0877567501871606	undirected	Eprs	D5Bwg0860e
MMT00014725	MMT00044497	0.10142524542052	undirected	Eprs	Pcyt1a
MMT00014725	MMT00044523	0.062382290027534	undirected	Eprs	A530050O19Rik
MMT00014725	MMT00045146	0.0824374700636933	undirected	Eprs	A130052D22
MMT00014725	MMT00045469	0.0339380966883168	undirected	Eprs	Nfic
MMT00014725	MMT00045533	0.115812617415438	undirected	Eprs	Sp4
MMT00014725	MMT00045544	0.0892711575894879	undirected	Eprs	Cdkn1c
MMT00014725	MMT00045670	0.0548910922577427	undirected	Eprs	NA
MMT00014725	MMT00045674	0.0622586142313423	undirected	Eprs	E130113K08Rik
MMT00014725	MMT00045825	0.08362446377553	undirected	Eprs	NA
MMT00014725	MMT00046040	0.111072232240261	undirected	Eprs	2610312B22Rik
MMT00014725	MMT00046132	0.0767026369267068	undirected	Eprs	5730455P16Rik
MMT00014725	MMT00046207	0.0502345598632213	undirected	Eprs	Slc6a6
MMT00014725	MMT00046594	0.0574770428941077	undirected	Eprs	NA
MMT00014725	MMT00046867	0.0514655541623808	undirected	Eprs	Tnfrsf21
MMT00014725	MMT00047041	0.0561596687391553	undirected	Eprs	5830482G23Rik
MMT00014725	MMT00047053	0.0491573548278626	undirected	Eprs	Atp5f1
MMT00014725	MMT00047335	0.10479003232281	undirected	Eprs	Dnajc8
MMT00014725	MMT00047455	0.0723757827413405	undirected	Eprs	SST3
MMT00014725	MMT00047493	0.0842812349598418	undirected	Eprs	C430014D17Rik
MMT00014725	MMT00047844	0.0989533861101482	undirected	Eprs	4930550B20Rik
MMT00014725	MMT00047848	0.0458107622604595	undirected	Eprs	Calr
MMT00014725	MMT00047857	0.0880836943007951	undirected	Eprs	NA
MMT00014725	MMT00047884	0.0519542784564992	undirected	Eprs	Zfhx1b
MMT00014725	MMT00048205	0.170983368689301	undirected	Eprs	Zbtb7
MMT00014725	MMT00048288	0.023035819259338	undirected	Eprs	Ets1
MMT00014725	MMT00049000	0.0693123964886688	undirected	Eprs	Abcd2
MMT00014725	MMT00049225	0.139749307400858	undirected	Eprs	Mia2
MMT00014725	MMT00050033	0.122362591205026	undirected	Eprs	Nfia
MMT00014725	MMT00050076	0.0899886201460907	undirected	Eprs	2610510D13Rik
MMT00014725	MMT00050113	0.0502361649887636	undirected	Eprs	A230046K03Rik
MMT00014725	MMT00050435	0.0797102112162321	undirected	Eprs	Tor1b
MMT00014725	MMT00050551	0.0491529038344022	undirected	Eprs	Clic4
MMT00014725	MMT00050876	0.110668987003455	undirected	Eprs	NA
MMT00014725	MMT00050978	0.115158088670286	undirected	Eprs	D8Ertd233e
MMT00014725	MMT00051489	0.0418831850929021	undirected	Eprs	Ncoa6ip
MMT00014725	MMT00052098	0.0920394462091522	undirected	Eprs	1810048P08Rik
MMT00014725	MMT00052148	0.104147631592874	undirected	Eprs	1300010M03Rik
MMT00014725	MMT00052162	0.040715217457856	undirected	Eprs	Gpc6
MMT00014725	MMT00052236	0.0781699010892436	undirected	Eprs	9530008L14Rik
MMT00014725	MMT00053080	0.032712598590091	undirected	Eprs	Copg2
MMT00014725	MMT00053249	0.0532604089182008	undirected	Eprs	Glg1
MMT00014725	MMT00053389	0.0429889940700108	undirected	Eprs	Ppp1cb
MMT00014725	MMT00053515	0.0623469684555525	undirected	Eprs	6530403A03Rik
MMT00014725	MMT00053583	0.0314789518713672	undirected	Eprs	Pten
MMT00014725	MMT00053732	0.0291069683671115	undirected	Eprs	C430010P07Rik
MMT00014725	MMT00054611	0.0299657211282977	undirected	Eprs	B230380D07Rik
MMT00014725	MMT00054724	0.0264616007852504	undirected	Eprs	4930420O11Rik
MMT00014725	MMT00054802	0.0917880511246174	undirected	Eprs	E430034L04Rik
MMT00014725	MMT00054901	0.0706860005178662	undirected	Eprs	Ppara
MMT00014725	MMT00054929	0.132478161904713	undirected	Eprs	Bach1
MMT00014725	MMT00054945	0.0633460260981578	undirected	Eprs	Ches1
MMT00014725	MMT00054967	0.058293355711292	undirected	Eprs	5830445C04Rik
MMT00014725	MMT00055034	0.0289174436354312	undirected	Eprs	4833414E09Rik
MMT00014725	MMT00055129	0.0668587644383052	undirected	Eprs	Bmp2k
MMT00014725	MMT00055401	0.117348004521013	undirected	Eprs	2610034N03Rik
MMT00014725	MMT00055600	0.079330381957374	undirected	Eprs	Notch1
MMT00014725	MMT00056129	0.0735844536177984	undirected	Eprs	Smad5
MMT00014725	MMT00056149	0.0419814933177434	undirected	Eprs	9430093N24Rik
MMT00014725	MMT00056241	0.0886533089279193	undirected	Eprs	Mtf2
MMT00014725	MMT00056282	0.0530130538664581	undirected	Eprs	2810455K09Rik
MMT00014725	MMT00056768	0.0496804352290747	undirected	Eprs	Spnb2
MMT00014725	MMT00057173	0.0674314281971683	undirected	Eprs	Ftsj3
MMT00014725	MMT00057391	0.117477071165569	undirected	Eprs	2610510D13Rik
MMT00014725	MMT00058126	0.0634091923549256	undirected	Eprs	BC023892
MMT00014725	MMT00058475	0.0597949706334759	undirected	Eprs	Gtf2h1
